Timestamp,Do you voluntarily agree to participate in this research? ,  Age  ,Gender,  Highest Educational Qualification  ,  Occupation  ,  Monthly Income  ,  Which social media platform do you use most?  ,  How much time do you spend on social media daily?  ,  Have you ever purchased a product after seeing it on social media?  ,  Which type of products do you purchase most through social media?  ,Social media influences my purchasing decisions. ,Advertisements on social media encourage me to buy products. ,Influencer recommendations increase my interest in products. ,I trust products recommended by social media influencers. ,Customer reviews on social media influence my buying decisions. ,Product images and videos on social media attract me. ,Social media promotions and discounts motivate me to purchase products. ,Limited-time offers on social media encourage me to buy immediately. ,Celebrity endorsements on social media influence my buying decisions. ,"The number of likes, comments, and shares increases my trust in a product. ",I compare products after seeing them on social media. ,Social media helps me make informed purchasing decisions. ,I follow brands on social media for product updates. ,Social media has changed my shopping habits. ,I spend more time exploring products because of social media. ,I prefer buying products that are recommended by influencers. ,Social media provides reliable product information. ,I feel confident purchasing products promoted on social media. ,Social media helps me compare prices before buying. ,User-generated content (customer photos/videos) influences my purchase decisions. ,User-generated content (customer photos/videos) influences my purchase decisions. ,"Overall, social media has a significant impact on my buying behaviour. ",Email address,Column 33
30/06/2026 20:27:24,yes,18–24,Male,Others,Homemaker,"₹40,001–₹60,000",YouTube,2–4 hours,No,Beauty & Personal Care,4,5,3,1,3,3,1,5,5,3,2,3,3,4,4,4,5,3,4,4,1,5,,
30/06/2026 20:27:25,yes,18–24,Female,Undergraduate,Student,"₹40,001–₹60,000",Instagram,1–2 hours,Yes,Electronics,3,1,3,1,4,5,2,4,3,3,3,3,4,4,5,2,2,4,3,2,4,2,,
30/06/2026 20:27:26,no,18–24,Female,Diploma,Private Employee,"Below ₹20,000",YouTube,2–4 hours,Yes,Fashion & Clothing,4,5,2,3,4,4,3,5,1,3,5,4,4,5,4,5,5,5,5,2,5,1,,
30/06/2026 20:27:27,yes,18–24,Male,Undergraduate,Self-employed,"₹60,001–₹80,000",Instagram,1–2 hours,Yes,Beauty & Personal Care,4,5,3,3,4,3,5,4,4,5,5,5,2,5,3,5,3,4,5,3,5,4,,
30/06/2026 20:27:27,yes,18–24,Female,Diploma,Student,"₹40,001–₹60,000",Facebook,4–6 hours,Yes,Beauty & Personal Care,4,5,5,4,4,4,3,3,5,4,5,4,3,3,4,5,4,4,5,2,5,5,,
30/06/2026 20:27:28,yes,25–34,Male,Undergraduate,Private Employee,"₹20,001–₹40,000",YouTube,1–2 hours,Yes,Electronics,5,4,3,1,4,3,2,1,3,4,3,5,1,5,2,5,3,3,3,4,5,2,,
30/06/2026 20:27:29,yes,25–34,Female,Undergraduate,Student,"Below ₹20,000",X (Twitter),More than 6 hours,Yes,Food & Beverages,4,3,5,4,3,4,4,2,2,4,5,4,4,4,4,4,5,5,1,3,3,4,,
30/06/2026 20:27:30,yes,18–24,Prefer not to say,Undergraduate,Student,"Below ₹20,000",Instagram,Less than 1 hour,Yes,Fashion & Clothing,5,4,2,4,5,3,1,5,4,4,3,4,3,4,4,3,5,5,3,3,4,3,,
30/06/2026 20:27:31,yes,25–34,Male,Undergraduate,Homemaker,"Below ₹20,000",Instagram,4–6 hours,Yes,Home & Lifestyle,5,2,3,4,3,4,2,5,2,4,4,5,5,4,3,2,2,4,4,4,2,1,,
30/06/2026 20:27:32,yes,18–24,Female,Postgraduate,Student,"Below ₹20,000",Instagram,1–2 hours,Yes,Beauty & Personal Care,4,4,4,1,5,5,5,4,1,4,3,4,3,4,5,5,2,4,1,5,3,4,,
30/06/2026 20:27:33,yes,55 and above,Male,Postgraduate,Private Employee,"₹60,001–₹80,000",Snapchat,2–4 hours,Yes,Beauty & Personal Care,4,5,3,5,5,4,5,4,5,5,4,4,4,5,4,4,5,3,5,3,4,1,,
30/06/2026 20:27:34,yes,18–24,Female,Undergraduate,Government Employee,"Below ₹20,000",Others,2–4 hours,Yes,Food & Beverages,4,5,4,3,4,4,4,4,4,5,5,3,4,2,5,4,4,4,4,5,4,3,,
30/06/2026 20:27:35,yes,35–44,Male,High School,Student,"₹40,001–₹60,000",Snapchat,4–6 hours,Yes,Fashion & Clothing,4,5,5,4,3,5,1,5,4,3,5,3,5,5,4,4,5,1,1,3,4,3,,
30/06/2026 20:27:36,yes,18–24,Female,Undergraduate,Private Employee,"Below ₹20,000",Instagram,4–6 hours,Yes,Electronics,5,4,4,2,4,5,4,5,5,5,4,3,2,3,5,5,5,3,4,5,4,5,,
30/06/2026 20:27:37,yes,45–54,Female,Postgraduate,Private Employee,"Below ₹20,000",Facebook,2–4 hours,Yes,Electronics,4,5,5,4,5,2,4,5,4,5,3,2,5,5,3,5,2,4,5,5,5,4,,
30/06/2026 20:27:38,yes,18–24,Male,Undergraduate,Private Employee,"Below ₹20,000",Facebook,Less than 1 hour,No,Health & Fitness,3,4,1,4,2,5,5,4,5,5,2,4,5,4,5,4,5,4,5,5,1,2,,
30/06/2026 20:27:39,yes,35–44,Male,Undergraduate,Self-employed,"Below ₹20,000",Instagram,1–2 hours,Yes,Beauty & Personal Care,4,4,4,5,5,4,3,4,4,5,3,5,5,4,5,5,4,3,1,2,4,2,,
30/06/2026 20:27:40,yes,45–54,Female,Undergraduate,Student,"Below ₹20,000",Instagram,2–4 hours,Yes,Beauty & Personal Care,4,4,4,4,5,4,5,1,4,3,5,3,5,3,3,4,5,2,2,4,4,3,,
30/06/2026 20:27:40,yes,25–34,Male,Undergraduate,Self-employed,"₹40,001–₹60,000",LinkedIn,2–4 hours,No,Electronics,4,5,4,4,4,4,4,4,4,5,3,5,4,5,5,5,3,4,4,1,1,4,,
30/06/2026 20:27:41,yes,18–24,Male,Postgraduate,Private Employee,"₹20,001–₹40,000",WhatsApp,Less than 1 hour,Yes,Electronics,3,4,5,5,4,3,3,3,5,5,5,5,5,4,5,5,4,3,4,5,1,5,,
30/06/2026 20:27:42,yes,45–54,Male,Postgraduate,Student,"Below ₹20,000",YouTube,2–4 hours,Yes,Electronics,3,3,5,4,3,3,1,4,5,5,4,3,4,3,4,4,4,3,3,5,5,2,,
30/06/2026 20:27:43,yes,45–54,Male,Diploma,Student,"₹60,001–₹80,000",Instagram,1–2 hours,Yes,Fashion & Clothing,4,4,5,1,2,3,3,4,2,5,4,4,3,3,4,5,5,4,4,4,4,4,,
30/06/2026 20:27:44,yes,18–24,Male,Postgraduate,Student,"Above ₹80,000",Instagram,More than 6 hours,Yes,Fashion & Clothing,5,4,5,1,3,4,5,4,5,5,5,4,4,5,2,3,4,5,4,4,5,5,,
30/06/2026 20:27:45,yes,18–24,Female,Undergraduate,Student,"₹20,001–₹40,000",Instagram,2–4 hours,Yes,Fashion & Clothing,5,5,4,1,4,4,4,5,5,2,5,5,4,5,3,5,4,4,4,2,5,2,,
30/06/2026 20:27:46,yes,18–24,Male,Undergraduate,Business Owner,"₹20,001–₹40,000",Instagram,4–6 hours,Yes,Fashion & Clothing,4,4,5,3,5,3,3,3,3,5,5,3,5,3,5,5,3,5,5,4,4,5,,
30/06/2026 20:27:47,yes,25–34,Male,Undergraduate,Student,"Below ₹20,000",Instagram,2–4 hours,Yes,Fashion & Clothing,3,3,4,3,3,2,2,3,4,3,4,5,2,5,2,4,5,4,2,3,3,4,,
30/06/2026 20:27:48,yes,25–34,Male,Postgraduate,Student,"₹20,001–₹40,000",Facebook,2–4 hours,No,Electronics,5,4,5,4,5,4,4,4,3,4,1,5,5,5,4,5,5,3,3,2,4,4,,
30/06/2026 20:27:49,yes,18–24,Female,Undergraduate,Private Employee,"Below ₹20,000",Facebook,Less than 1 hour,Yes,Electronics,3,3,4,4,2,4,4,5,5,1,1,3,3,5,3,4,3,3,1,4,4,4,,
30/06/2026 20:27:50,yes,18–24,Male,Undergraduate,Student,"Below ₹20,000",Snapchat,More than 6 hours,No,Beauty & Personal Care,5,1,3,4,4,4,4,5,5,4,4,5,5,4,4,4,4,5,2,3,4,1,,
30/06/2026 20:27:51,yes,18–24,Male,Diploma,Private Employee,"Above ₹80,000",WhatsApp,More than 6 hours,Yes,Health & Fitness,3,4,4,5,5,4,4,2,2,4,5,3,4,4,5,4,1,1,2,4,4,4,,
30/06/2026 20:27:51,yes,18–24,Male,Postgraduate,Private Employee,"Below ₹20,000",Facebook,4–6 hours,Yes,Food & Beverages,2,3,4,2,5,1,4,2,5,4,4,3,3,5,5,4,4,5,4,1,5,4,,
30/06/2026 20:27:52,yes,Below 18,Female,Others,Private Employee,"₹20,001–₹40,000",Instagram,1–2 hours,Yes,Electronics,5,4,3,4,4,2,5,4,3,4,5,1,3,5,4,5,3,3,5,5,4,5,,
30/06/2026 20:27:53,yes,18–24,Female,Diploma,Student,"₹40,001–₹60,000",YouTube,2–4 hours,Yes,Home & Lifestyle,3,3,3,4,1,4,4,2,3,4,3,5,1,5,5,5,4,4,1,2,4,4,,
30/06/2026 20:27:54,yes,25–34,Male,Undergraduate,Private Employee,"₹20,001–₹40,000",YouTube,More than 6 hours,No,Food & Beverages,1,5,5,4,4,5,4,4,4,5,4,4,5,3,4,5,2,5,4,4,3,4,,
30/06/2026 20:27:55,yes,25–34,Male,Undergraduate,Others,"₹20,001–₹40,000",WhatsApp,Less than 1 hour,Yes,Fashion & Clothing,4,3,5,5,3,4,2,4,4,4,5,5,5,2,4,4,5,5,3,4,5,5,,
30/06/2026 20:27:56,yes,25–34,Male,Undergraduate,Student,"Below ₹20,000",Instagram,1–2 hours,Yes,Fashion & Clothing,4,5,4,4,4,4,1,5,4,2,4,4,3,2,4,5,2,2,4,3,1,3,,
30/06/2026 20:27:57,yes,25–34,Female,Postgraduate,Others,"₹40,001–₹60,000",Facebook,4–6 hours,Yes,Beauty & Personal Care,4,5,2,3,5,3,4,4,5,5,5,5,4,5,3,5,5,5,5,2,4,4,,
30/06/2026 20:27:58,yes,25–34,Male,Doctorate,Private Employee,"Below ₹20,000",Instagram,1–2 hours,Yes,Electronics,5,4,3,1,3,3,5,3,4,3,1,3,2,1,5,5,5,3,4,4,5,3,,
30/06/2026 20:27:59,yes,Below 18,Male,High School,Others,"Below ₹20,000",Instagram,2–4 hours,Yes,Food & Beverages,4,5,5,5,4,2,5,4,4,3,5,5,3,4,3,4,2,1,3,4,4,5,,
30/06/2026 20:28:00,yes,25–34,Prefer not to say,Postgraduate,Student,"₹20,001–₹40,000",WhatsApp,4–6 hours,Yes,Beauty & Personal Care,3,4,5,5,2,5,5,5,4,4,1,5,5,2,5,5,4,4,2,3,4,5,,
30/06/2026 20:28:01,yes,35–44,Female,Postgraduate,Student,"₹20,001–₹40,000",LinkedIn,Less than 1 hour,Yes,Fashion & Clothing,3,2,1,3,5,3,3,4,4,3,4,4,3,2,4,4,4,4,2,5,4,2,,
30/06/2026 20:28:02,no,45–54,Male,Diploma,Student,"Below ₹20,000",WhatsApp,1–2 hours,Yes,Home & Lifestyle,5,5,4,4,4,4,3,4,5,3,4,3,4,2,5,3,5,5,3,4,3,5,,
30/06/2026 20:28:02,yes,25–34,Male,High School,Private Employee,"₹20,001–₹40,000",WhatsApp,1–2 hours,Yes,Fashion & Clothing,4,3,2,5,5,4,2,2,1,5,4,5,4,5,2,4,2,5,5,4,4,5,,
30/06/2026 20:28:03,yes,25–34,Female,Undergraduate,Private Employee,"Below ₹20,000",Instagram,2–4 hours,Yes,Food & Beverages,4,3,5,4,3,3,4,3,5,5,4,4,4,4,3,5,1,5,4,4,4,4,,
30/06/2026 20:28:04,yes,55 and above,Female,Undergraduate,Homemaker,"Below ₹20,000",Instagram,2–4 hours,Yes,Food & Beverages,4,3,5,4,3,1,1,3,4,5,5,5,5,4,3,4,4,4,5,4,5,4,,
30/06/2026 20:28:05,yes,25–34,Male,Postgraduate,Student,"₹20,001–₹40,000",Facebook,2–4 hours,Yes,Electronics,4,5,4,5,4,4,1,5,4,4,4,2,5,1,4,4,4,4,3,2,3,3,,
30/06/2026 20:28:06,yes,55 and above,Male,Undergraduate,Student,"₹40,001–₹60,000",Instagram,1–2 hours,No,Beauty & Personal Care,4,5,2,3,3,5,5,2,2,3,4,4,3,5,5,4,4,5,5,5,4,2,,
30/06/2026 20:28:07,yes,35–44,Male,Postgraduate,Student,"Below ₹20,000",Instagram,2–4 hours,Yes,Fashion & Clothing,5,5,5,4,3,5,4,4,5,4,5,2,4,3,4,5,5,3,4,5,3,4,,
30/06/2026 20:28:08,yes,25–34,Female,High School,Student,"₹40,001–₹60,000",Instagram,1–2 hours,Yes,Others,4,5,2,4,4,5,4,5,5,4,5,4,3,3,3,4,2,4,5,3,5,5,,
30/06/2026 20:28:09,yes,Below 18,Female,Others,Student,"Below ₹20,000",Instagram,More than 6 hours,No,Others,5,4,3,5,5,4,4,4,5,4,5,5,4,4,4,4,3,5,4,5,2,4,,
30/06/2026 20:28:10,yes,55 and above,Female,Postgraduate,Private Employee,"₹20,001–₹40,000",Instagram,4–6 hours,Yes,Electronics,4,4,4,5,5,4,4,5,5,5,5,5,2,5,3,5,4,3,5,5,4,3,,
30/06/2026 20:28:10,yes,18–24,Female,Undergraduate,Private Employee,"Below ₹20,000",Instagram,Less than 1 hour,Yes,Food & Beverages,5,3,5,4,4,2,4,5,3,4,1,4,4,5,4,3,4,2,4,2,2,3,,
30/06/2026 20:28:11,yes,18–24,Female,Diploma,Private Employee,"Below ₹20,000",Instagram,1–2 hours,Yes,Fashion & Clothing,2,2,4,5,3,4,5,5,3,5,5,5,2,3,5,4,5,4,4,3,4,4,,
30/06/2026 20:28:12,yes,Below 18,Female,High School,Student,"₹20,001–₹40,000",YouTube,2–4 hours,Yes,Beauty & Personal Care,5,4,4,3,3,5,5,1,5,4,4,4,3,4,3,5,5,5,2,5,2,5,,
30/06/2026 20:28:13,yes,25–34,Female,High School,Student,"Below ₹20,000",Instagram,2–4 hours,Yes,Electronics,5,2,5,4,2,4,3,4,2,4,4,4,5,4,5,5,5,3,3,5,2,3,,
30/06/2026 20:28:14,yes,18–24,Female,Undergraduate,Student,"Below ₹20,000",Instagram,2–4 hours,No,Electronics,5,5,3,5,4,3,5,1,4,3,5,4,5,5,3,4,3,4,3,1,4,4,,
30/06/2026 20:28:15,yes,18–24,Male,High School,Student,"Below ₹20,000",Instagram,1–2 hours,No,Fashion & Clothing,4,4,1,5,2,3,3,3,5,4,5,5,2,5,1,2,3,4,4,4,3,4,,
30/06/2026 20:28:16,yes,35–44,Female,Diploma,Self-employed,"₹20,001–₹40,000",Others,2–4 hours,No,Electronics,4,5,3,3,5,4,5,5,3,4,5,4,5,4,4,5,4,3,5,3,1,5,,
30/06/2026 20:28:17,yes,18–24,Male,Undergraduate,Government Employee,"₹20,001–₹40,000",Facebook,4–6 hours,Yes,Fashion & Clothing,5,3,3,2,5,4,5,4,3,5,5,4,4,5,5,5,4,5,5,4,1,4,,
30/06/2026 20:28:18,yes,18–24,Female,Undergraduate,Private Employee,"Below ₹20,000",Instagram,Less than 1 hour,No,Beauty & Personal Care,5,1,4,3,4,4,5,5,4,2,5,1,5,5,2,4,1,5,4,5,4,5,,
30/06/2026 20:28:19,yes,25–34,Female,Diploma,Student,"₹20,001–₹40,000",Others,2–4 hours,Yes,Electronics,3,4,4,2,5,5,3,5,5,4,3,1,5,4,3,3,4,5,1,4,5,4,,
30/06/2026 20:28:20,yes,18–24,Female,Postgraduate,Private Employee,"Above ₹80,000",LinkedIn,2–4 hours,Yes,Electronics,2,4,5,3,1,2,4,5,3,3,1,5,4,5,5,5,1,4,3,5,5,5,,
30/06/2026 20:28:21,yes,18–24,Prefer not to say,Others,Government Employee,"₹20,001–₹40,000",WhatsApp,1–2 hours,Yes,Fashion & Clothing,4,4,4,3,5,5,5,4,3,4,5,5,4,2,3,5,4,4,4,4,5,5,,
30/06/2026 20:28:21,yes,Below 18,Female,Undergraduate,Homemaker,"₹40,001–₹60,000",Instagram,Less than 1 hour,Yes,Food & Beverages,5,2,4,4,5,3,5,4,5,4,4,3,5,3,5,4,1,2,4,3,3,5,,
30/06/2026 20:28:22,yes,18–24,Female,Diploma,Private Employee,"Below ₹20,000",Instagram,2–4 hours,Yes,Food & Beverages,5,4,2,4,5,4,4,3,4,4,5,4,5,2,4,4,2,4,5,4,3,2,,
30/06/2026 20:28:23,yes,18–24,Female,Doctorate,Student,"₹20,001–₹40,000",YouTube,2–4 hours,Yes,Beauty & Personal Care,4,4,2,4,2,2,5,4,2,3,5,2,4,4,3,4,3,5,2,4,5,3,,
30/06/2026 20:28:24,yes,45–54,Male,High School,Business Owner,"₹20,001–₹40,000",WhatsApp,2–4 hours,Yes,Home & Lifestyle,4,4,4,3,5,5,2,5,5,3,3,4,2,4,4,1,2,4,4,4,4,4,,
30/06/2026 20:28:25,yes,18–24,Female,Undergraduate,Student,"₹40,001–₹60,000",Instagram,2–4 hours,Yes,Food & Beverages,3,4,3,4,3,4,1,5,4,4,5,1,5,5,3,2,4,5,3,4,3,4,,
30/06/2026 20:28:26,yes,45–54,Female,High School,Student,"₹40,001–₹60,000",Facebook,2–4 hours,Yes,Fashion & Clothing,4,5,1,5,5,3,5,3,5,5,5,3,3,5,3,4,4,3,4,3,4,4,,
30/06/2026 20:28:27,yes,18–24,Male,Postgraduate,Student,"₹20,001–₹40,000",Instagram,2–4 hours,Yes,Fashion & Clothing,1,5,2,3,2,3,5,2,5,5,2,4,2,4,4,4,2,5,5,5,3,3,,
30/06/2026 20:28:28,yes,25–34,Male,Postgraduate,Self-employed,"₹40,001–₹60,000",YouTube,2–4 hours,Yes,Food & Beverages,2,5,2,5,4,4,4,5,1,4,3,5,4,3,4,2,5,4,2,1,1,4,,
30/06/2026 20:28:29,yes,45–54,Female,Postgraduate,Private Employee,"₹20,001–₹40,000",Others,2–4 hours,No,Fashion & Clothing,4,4,4,2,3,5,4,4,5,5,5,5,3,4,5,4,4,4,5,2,1,4,,
30/06/2026 20:28:30,yes,55 and above,Female,Postgraduate,Private Employee,"₹20,001–₹40,000",Instagram,More than 6 hours,Yes,Fashion & Clothing,4,4,5,3,4,5,3,5,5,4,2,4,4,5,4,4,4,2,5,4,3,4,,
30/06/2026 20:28:31,yes,18–24,Male,Undergraduate,Student,"₹20,001–₹40,000",LinkedIn,2–4 hours,No,Food & Beverages,4,1,2,4,3,5,4,5,4,5,5,4,4,3,5,1,5,4,3,3,4,4,,
30/06/2026 20:28:32,yes,18–24,Female,Undergraduate,Private Employee,"₹60,001–₹80,000",Instagram,2–4 hours,Yes,Home & Lifestyle,5,3,1,3,3,4,4,5,4,2,4,4,5,5,4,3,5,4,5,4,4,2,,
30/06/2026 20:28:32,yes,18–24,Male,Others,Self-employed,"Below ₹20,000",Instagram,1–2 hours,No,Fashion & Clothing,4,4,5,5,3,4,5,5,3,4,5,3,5,2,5,5,4,5,3,4,5,5,,
30/06/2026 20:28:33,yes,35–44,Female,Undergraduate,Others,"Above ₹80,000",Facebook,1–2 hours,Yes,Others,5,3,3,4,5,5,3,5,4,5,5,5,5,5,4,3,3,4,1,2,5,5,,
30/06/2026 20:28:34,yes,Below 18,Male,Undergraduate,Others,"Above ₹80,000",Snapchat,1–2 hours,Yes,Food & Beverages,5,5,2,3,5,3,5,4,4,4,5,5,4,4,4,3,3,2,5,5,3,4,,
30/06/2026 20:28:35,yes,25–34,Male,Undergraduate,Private Employee,"₹40,001–₹60,000",YouTube,1–2 hours,No,Others,2,4,5,1,4,3,3,3,5,3,1,1,4,2,3,4,5,5,5,5,5,5,,
30/06/2026 20:28:36,yes,18–24,Male,Undergraduate,Private Employee,"Above ₹80,000",Instagram,More than 6 hours,Yes,Fashion & Clothing,4,3,4,3,5,5,4,5,4,5,3,4,5,4,1,1,4,5,5,5,5,5,,
30/06/2026 20:28:37,yes,18–24,Female,Undergraduate,Student,"₹20,001–₹40,000",LinkedIn,2–4 hours,Yes,Fashion & Clothing,3,5,4,5,3,5,4,4,1,4,3,4,5,5,4,5,3,3,5,4,2,2,,
30/06/2026 20:28:38,yes,35–44,Male,Diploma,Student,"₹40,001–₹60,000",Instagram,2–4 hours,Yes,Electronics,5,5,3,2,5,4,2,5,4,3,3,2,3,4,5,4,2,2,3,4,5,1,,
30/06/2026 20:28:39,yes,18–24,Female,Undergraduate,Homemaker,"₹20,001–₹40,000",Instagram,Less than 1 hour,Yes,Fashion & Clothing,1,4,2,3,3,3,4,3,5,5,5,3,2,4,4,2,5,4,2,4,2,4,,
30/06/2026 20:28:40,no,18–24,Male,Diploma,Private Employee,"₹20,001–₹40,000",WhatsApp,Less than 1 hour,Yes,Home & Lifestyle,5,3,4,5,5,5,2,2,5,5,4,4,3,5,3,5,4,3,4,4,5,3,,
30/06/2026 20:28:41,yes,18–24,Female,Diploma,Private Employee,"Below ₹20,000",WhatsApp,2–4 hours,Yes,Beauty & Personal Care,2,4,5,5,3,4,4,4,4,5,4,4,4,4,5,4,3,5,5,2,5,1,,
30/06/2026 20:28:42,yes,45–54,Female,Undergraduate,Private Employee,"₹20,001–₹40,000",Instagram,1–2 hours,No,Fashion & Clothing,4,3,2,5,2,5,5,5,4,4,2,5,3,3,3,3,4,3,5,5,4,4,,
30/06/2026 20:28:42,yes,18–24,Male,High School,Government Employee,"₹20,001–₹40,000",WhatsApp,2–4 hours,Yes,Electronics,3,4,5,3,3,4,2,4,4,3,5,2,3,5,2,4,4,4,5,5,3,4,,
30/06/2026 20:28:43,no,Below 18,Female,Postgraduate,Private Employee,"Below ₹20,000",Instagram,Less than 1 hour,No,Fashion & Clothing,3,4,3,5,5,4,5,3,5,4,5,4,5,4,5,5,4,3,4,3,4,3,,
30/06/2026 20:28:44,yes,25–34,Male,Postgraduate,Others,"₹40,001–₹60,000",Instagram,4–6 hours,No,Beauty & Personal Care,3,5,2,5,4,4,5,2,3,3,4,4,2,5,4,5,3,5,5,4,3,3,,
30/06/2026 20:28:45,yes,Below 18,Male,Undergraduate,Student,"₹20,001–₹40,000",Instagram,2–4 hours,No,Electronics,4,4,4,4,4,5,3,4,5,5,4,5,5,2,3,5,5,5,1,5,3,3,,
30/06/2026 20:28:46,yes,18–24,Female,Diploma,Student,"₹20,001–₹40,000",Instagram,More than 6 hours,Yes,Home & Lifestyle,4,4,4,5,5,4,4,4,4,4,3,5,1,4,5,4,3,1,4,5,4,2,,
30/06/2026 20:28:47,yes,25–34,Female,Diploma,Government Employee,"Below ₹20,000",YouTube,1–2 hours,No,Home & Lifestyle,5,1,4,4,4,4,5,4,3,5,5,3,5,5,3,5,5,4,5,3,4,4,,
30/06/2026 20:28:48,yes,45–54,Female,Postgraduate,Student,"Below ₹20,000",Instagram,1–2 hours,No,Fashion & Clothing,5,1,4,2,5,4,5,4,4,4,5,5,4,5,5,1,4,4,5,4,5,2,,
30/06/2026 20:28:51,yes,45–54,Female,High School,Self-employed,"₹40,001–₹60,000",YouTube,Less than 1 hour,Yes,Fashion & Clothing,1,5,4,5,5,3,5,5,5,4,5,4,4,1,4,4,5,4,5,3,5,5,,
30/06/2026 20:28:49,yes,18–24,Female,Undergraduate,Government Employee,"₹60,001–₹80,000",Snapchat,4–6 hours,Yes,Beauty & Personal Care,5,4,4,2,4,4,5,5,5,5,4,3,5,4,4,4,4,4,4,5,3,4,,
30/06/2026 20:28:50,yes,18–24,Female,Undergraduate,Homemaker,"Below ₹20,000",Instagram,2–4 hours,Yes,Beauty & Personal Care,2,5,5,2,5,3,4,4,4,4,5,4,3,3,4,4,5,4,4,5,4,4,,
30/06/2026 20:28:52,yes,18–24,Prefer not to say,Undergraduate,Student,"Below ₹20,000",YouTube,Less than 1 hour,No,Food & Beverages,5,4,4,5,1,3,4,3,5,4,4,4,4,5,4,4,4,3,5,4,3,4,,
30/06/2026 20:28:53,yes,18–24,Male,Diploma,Homemaker,"Below ₹20,000",YouTube,2–4 hours,Yes,Home & Lifestyle,4,3,4,4,3,5,4,5,5,5,1,5,4,5,1,4,3,1,2,2,3,4,,
30/06/2026 20:28:53,yes,18–24,Female,Postgraduate,Homemaker,"Below ₹20,000",YouTube,2–4 hours,No,Electronics,2,4,5,5,3,4,4,5,5,4,3,4,3,3,4,4,2,4,5,3,5,4,,
30/06/2026 20:28:54,yes,18–24,Male,Undergraduate,Student,"₹20,001–₹40,000",Instagram,1–2 hours,Yes,Fashion & Clothing,4,4,5,3,4,4,5,2,5,4,4,3,5,3,2,3,2,5,5,5,4,5,,
30/06/2026 20:28:55,yes,18–24,Male,Undergraduate,Student,"Below ₹20,000",Facebook,More than 6 hours,Yes,Fashion & Clothing,2,5,4,4,1,4,5,4,5,3,2,4,2,4,4,5,4,1,5,4,2,5,,
30/06/2026 20:28:56,yes,25–34,Female,Diploma,Student,"₹20,001–₹40,000",Facebook,4–6 hours,Yes,Home & Lifestyle,5,3,4,3,3,5,2,5,5,5,3,3,4,5,4,5,5,4,3,5,4,3,,
30/06/2026 20:28:57,yes,18–24,Male,Undergraduate,Student,"Below ₹20,000",Instagram,2–4 hours,Yes,Health & Fitness,3,4,3,5,4,1,4,5,4,4,5,3,3,3,4,5,4,4,4,5,2,4,,
30/06/2026 20:28:58,yes,18–24,Male,Diploma,Private Employee,"Above ₹80,000",Instagram,More than 6 hours,Yes,Beauty & Personal Care,5,5,2,4,2,4,4,5,1,4,4,4,5,4,5,3,5,3,3,4,3,3,,
30/06/2026 20:28:59,yes,18–24,Female,Diploma,Student,"Below ₹20,000",Facebook,2–4 hours,Yes,Beauty & Personal Care,5,4,5,1,4,3,1,2,4,1,3,4,1,1,5,4,5,4,4,4,5,5,,
30/06/2026 20:29:00,yes,45–54,Male,Others,Government Employee,"Below ₹20,000",YouTube,4–6 hours,Yes,Food & Beverages,5,5,4,4,5,1,5,2,5,4,4,3,3,5,2,5,5,5,4,2,4,4,,
30/06/2026 20:29:01,yes,25–34,Male,Postgraduate,Others,"₹40,001–₹60,000",LinkedIn,1–2 hours,Yes,Fashion & Clothing,3,4,2,1,4,5,5,1,5,2,3,2,2,4,1,4,4,5,4,2,4,5,,
30/06/2026 20:29:01,yes,45–54,Male,Postgraduate,Private Employee,"₹20,001–₹40,000",YouTube,4–6 hours,Yes,Home & Lifestyle,4,1,5,4,4,4,3,2,1,1,4,4,4,5,4,1,5,2,4,3,5,4,,
30/06/2026 20:29:02,yes,25–34,Male,Undergraduate,Business Owner,"₹20,001–₹40,000",Instagram,4–6 hours,Yes,Electronics,5,4,3,3,4,4,4,4,1,4,5,4,3,4,3,5,2,2,4,3,2,3,,
30/06/2026 20:29:03,yes,18–24,Male,Others,Private Employee,"₹20,001–₹40,000",Snapchat,4–6 hours,No,Food & Beverages,4,4,1,2,4,4,2,3,5,3,5,4,2,5,1,4,5,4,3,5,2,1,,
30/06/2026 20:29:04,yes,18–24,Male,Others,Student,"Below ₹20,000",Instagram,2–4 hours,No,Food & Beverages,5,3,2,5,2,5,5,4,3,2,2,4,2,2,3,3,2,3,5,4,4,5,,
30/06/2026 20:29:05,yes,Below 18,Male,Postgraduate,Student,"Below ₹20,000",Instagram,2–4 hours,Yes,Home & Lifestyle,4,2,5,5,4,5,5,3,4,5,2,4,3,5,3,4,4,4,4,5,5,5,,
30/06/2026 20:29:06,yes,18–24,Male,Postgraduate,Private Employee,"Below ₹20,000",Instagram,2–4 hours,Yes,Fashion & Clothing,4,4,5,4,4,2,2,4,2,4,5,4,5,5,5,4,4,1,5,5,5,4,,
30/06/2026 20:29:07,yes,25–34,Male,Postgraduate,Private Employee,"₹20,001–₹40,000",Facebook,1–2 hours,Yes,Home & Lifestyle,4,5,4,3,3,5,4,2,4,2,2,5,4,4,4,3,4,3,5,4,5,3,,
30/06/2026 20:29:08,yes,55 and above,Male,Postgraduate,Student,"₹20,001–₹40,000",Snapchat,1–2 hours,Yes,Fashion & Clothing,5,4,3,5,4,5,5,3,5,3,4,4,4,4,4,4,5,4,5,4,2,5,,
